# x	y	u	v	flags	mask
2.0721e-01	1.9623e+01	2.2576e-01	2.7138e-02	1.0000e+00	0.0000e+00
4.2478e-01	1.9623e+01	4.1747e-02	4.1970e-02	1.0000e+00	0.0000e+00
6.4235e-01	1.9623e+01	3.0541e-02	1.0433e-02	1.0000e+00	0.0000e+00
8.5993e-01	1.9623e+01	7.9850e-03	6.8699e-03	1.0000e+00	0.0000e+00
1.0775e+00	1.9623e+01	-2.9492e-02	8.5368e-03	1.0000e+00	0.0000e+00
1.2951e+00	1.9623e+01	-6.8127e-02	8.7035e-02	1.0000e+00	0.0000e+00
1.5126e+00	1.9623e+01	-4.0630e-02	5.9582e-02	1.0000e+00	0.0000e+00
1.7302e+00	1.9623e+01	2.6831e-02	3.6302e-02	1.0000e+00	0.0000e+00
1.9478e+00	1.9623e+01	3.0494e-02	-7.2737e-03	1.0000e+00	0.0000e+00
2.1654e+00	1.9623e+01	3.4166e-02	-3.0571e-02	1.0000e+00	0.0000e+00
2.3829e+00	1.9623e+01	-3.0771e-02	5.0683e-03	1.0000e+00	0.0000e+00
2.6005e+00	1.9623e+01	-6.2417e-02	6.7768e-02	1.0000e+00	0.0000e+00
2.8181e+00	1.9623e+01	-2.2842e-02	6.6026e-02	1.0000e+00	0.0000e+00
3.0356e+00	1.9623e+01	-8.5485e-03	5.9387e-02	1.0000e+00	0.0000e+00
3.2532e+00	1.9623e+01	7.0440e-02	1.1608e-02	1.0000e+00	0.0000e+00
3.4708e+00	1.9623e+01	2.2985e-02	4.2220e-03	1.0000e+00	0.0000e+00
3.6884e+00	1.9623e+01	-4.7198e-02	2.9319e-02	1.0000e+00	0.0000e+00
3.9059e+00	1.9623e+01	3.7940e-02	5.8961e-02	1.0000e+00	0.0000e+00
4.1235e+00	1.9623e+01	-2.2216e-02	6.2065e-02	1.0000e+00	0.0000e+00
4.3411e+00	1.9623e+01	-1.5546e-02	7.4926e-02	1.0000e+00	0.0000e+00
4.5586e+00	1.9623e+01	4.2739e-02	1.2025e-01	1.0000e+00	0.0000e+00
4.7762e+00	1.9623e+01	9.9972e-03	6.3173e-02	1.0000e+00	0.0000e+00
4.9938e+00	1.9623e+01	1.3274e-03	2.7557e-02	1.0000e+00	0.0000e+00
5.2114e+00	1.9623e+01	-6.5034e-03	2.9959e-02	1.0000e+00	0.0000e+00
5.4289e+00	1.9623e+01	7.2166e-03	1.3789e-02	1.0000e+00	0.0000e+00
5.6465e+00	1.9623e+01	-1.0088e-02	2.4466e-02	1.0000e+00	0.0000e+00
5.8641e+00	1.9623e+01	1.0098e-02	-2.7389e-03	1.0000e+00	0.0000e+00
6.0816e+00	1.9623e+01	1.9188e-02	4.6896e-05	1.0000e+00	0.0000e+00
6.2992e+00	1.9623e+01	1.0466e-02	1.2655e-02	1.0000e+00	0.0000e+00
6.5168e+00	1.9623e+01	1.1283e-02	1.3344e-02	1.0000e+00	0.0000e+00
6.7344e+00	1.9623e+01	-1.7381e-02	2.1949e-03	1.0000e+00	0.0000e+00
6.9519e+00	1.9623e+01	2.9507e-02	3.5816e-03	1.0000e+00	0.0000e+00
7.1695e+00	1.9623e+01	-1.9792e-02	1.6631e-02	1.0000e+00	0.0000e+00
7.3871e+00	1.9623e+01	1.3184e-02	7.4235e-02	1.0000e+00	0.0000e+00
7.6046e+00	1.9623e+01	1.5320e-03	4.9313e-02	1.0000e+00	0.0000e+00
7.8222e+00	1.9623e+01	-1.1470e-01	1.4470e-01	1.0000e+00	0.0000e+00
8.0398e+00	1.9623e+01	-1.4065e-02	1.8594e-01	1.0000e+00	0.0000e+00
8.2574e+00	1.9623e+01	3.1398e-03	8.5533e-02	1.0000e+00	0.0000e+00
8.4749e+00	1.9623e+01	9.6876e-03	8.2192e-04	1.0000e+00	0.0000e+00
8.6925e+00	1.9623e+01	-2.0428e-02	2.8938e-03	1.0000e+00	0.0000e+00
8.9101e+00	1.9623e+01	5.1422e-02	-9.0571e-02	1.0000e+00	0.0000e+00
9.1276e+00	1.9623e+01	3.1179e-02	-1.8873e-01	1.0000e+00	0.0000e+00
9.3452e+00	1.9623e+01	2.7207e-03	-1.7735e-01	1.0000e+00	0.0000e+00
9.5628e+00	1.9623e+01	1.1442e-02	-8.7632e-02	1.0000e+00	0.0000e+00
9.7804e+00	1.9623e+01	2.6293e-02	-6.0297e-02	1.0000e+00	0.0000e+00
9.9979e+00	1.9623e+01	6.3864e-02	6.0424e-03	1.0000e+00	0.0000e+00
1.0215e+01	1.9623e+01	-8.5454e-04	-2.8755e-02	1.0000e+00	0.0000e+00
1.0433e+01	1.9623e+01	-7.2069e-03	-5.2702e-02	1.0000e+00	0.0000e+00
1.0651e+01	1.9623e+01	2.3778e-02	-2.3489e-02	1.0000e+00	0.0000e+00
1.0868e+01	1.9623e+01	-2.0340e-02	1.1612e-02	1.0000e+00	0.0000e+00
1.1086e+01	1.9623e+01	2.4595e-02	2.4154e-02	1.0000e+00	0.0000e+00
1.1303e+01	1.9623e+01	-2.8112e-02	1.5063e-02	1.0000e+00	0.0000e+00
1.1521e+01	1.9623e+01	-1.2994e-02	1.3457e-01	1.0000e+00	0.0000e+00
1.1738e+01	1.9623e+01	1.6052e-01	7.1374e-02	1.0000e+00	0.0000e+00
1.1956e+01	1.9623e+01	4.1029e-02	9.2003e-02	1.0000e+00	0.0000e+00
1.2174e+01	1.9623e+01	1.3279e-02	7.2679e-02	1.0000e+00	0.0000e+00
1.2391e+01	1.9623e+01	4.4648e-02	4.8785e-02	1.0000e+00	0.0000e+00
1.2609e+01	1.9623e+01	-1.1213e-02	1.4683e-02	1.0000e+00	0.0000e+00
1.2826e+01	1.9623e+01	-2.9250e-02	-3.5065e-02	1.0000e+00	0.0000e+00
1.3044e+01	1.9623e+01	-3.0468e-02	-2.1368e-02	1.0000e+00	0.0000e+00
1.3262e+01	1.9623e+01	2.0961e-04	-1.5790e-02	1.0000e+00	0.0000e+00
1.3479e+01	1.9623e+01	3.0964e-02	-7.0138e-03	1.0000e+00	0.0000e+00
1.3697e+01	1.9623e+01	2.1946e-02	-1.8015e-02	1.0000e+00	0.0000e+00
1.3914e+01	1.9623e+01	-8.1867e-03	-1.5684e-02	1.0000e+00	0.0000e+00
1.4132e+01	1.9623e+01	-8.5657e-03	-6.9548e-03	1.0000e+00	0.0000e+00
1.4349e+01	1.9623e+01	-5.8341e-02	4.0072e-04	1.0000e+00	0.0000e+00
1.4567e+01	1.9623e+01	-6.9658e-02	3.2803e-03	1.0000e+00	0.0000e+00
1.4785e+01	1.9623e+01	-5.5194e-02	-2.8695e-02	1.0000e+00	0.0000e+00
1.5002e+01	1.9623e+01	-4.8004e-02	-5.2973e-02	1.0000e+00	0.0000e+00
1.5220e+01	1.9623e+01	3.0954e-02	-5.1158e-01	1.0000e+00	0.0000e+00
1.5437e+01	1.9623e+01	-3.0913e-02	-4.8833e-01	1.0000e+00	0.0000e+00
1.5655e+01	1.9623e+01	3.2434e-02	-1.5271e-01	1.0000e+00	0.0000e+00
1.5872e+01	1.9623e+01	-4.3456e-03	-1.6051e+00	1.0000e+00	0.0000e+00
1.6090e+01	1.9623e+01	-5.8684e-01	-6.3244e-01	1.0000e+00	0.0000e+00
1.6308e+01	1.9623e+01	9.9747e-02	-7.1045e-01	1.0000e+00	0.0000e+00
1.6525e+01	1.9623e+01	2.2945e-02	-5.0545e-01	1.0000e+00	0.0000e+00
1.6743e+01	1.9623e+01	6.3679e-01	-6.8753e-01	1.0000e+00	0.0000e+00
1.6960e+01	1.9623e+01	-1.7234e+00	-1.5126e+00	1.0000e+00	0.0000e+00
1.7178e+01	1.9623e+01	-2.7093e-01	-2.6842e-01	1.0000e+00	0.0000e+00
1.7395e+01	1.9623e+01	-4.6970e-01	-4.1330e-01	1.0000e+00	0.0000e+00
1.7613e+01	1.9623e+01	-2.2669e-01	-1.4445e-01	1.0000e+00	0.0000e+00
1.7831e+01	1.9623e+01	-1.7238e-01	-8.5023e-02	1.0000e+00	0.0000e+00
1.8048e+01	1.9623e+01	-1.0612e-01	-7.9720e-03	1.0000e+00	0.0000e+00
1.8266e+01	1.9623e+01	-8.8007e-02	7.2505e-02	1.0000e+00	0.0000e+00
1.8483e+01	1.9623e+01	-2.2117e-01	4.1410e-02	1.0000e+00	0.0000e+00
1.8701e+01	1.9623e+01	2.7338e-01	6.1368e-03	1.0000e+00	0.0000e+00
1.8918e+01	1.9623e+01	-3.0200e-02	2.6609e-02	1.0000e+00	0.0000e+00
1.9136e+01	1.9623e+01	-6.0110e-02	5.3569e-02	1.0000e+00	0.0000e+00
1.9354e+01	1.9623e+01	-5.4753e-03	2.4708e-02	1.0000e+00	0.0000e+00
1.9571e+01	1.9623e+01	-1.8119e-02	4.1270e-02	1.0000e+00	0.0000e+00
1.9789e+01	1.9623e+01	-7.5204e-03	1.6564e-02	1.0000e+00	0.0000e+00
2.0006e+01	1.9623e+01	7.5213e-03	-1.5324e-02	1.0000e+00	0.0000e+00
2.0224e+01	1.9623e+01	1.2481e-01	1.3101e-01	1.0000e+00	0.0000e+00
2.0441e+01	1.9623e+01	-3.6983e-02	9.4770e-02	1.0000e+00	0.0000e+00
2.0659e+01	1.9623e+01	7.2617e-02	2.2957e-03	1.0000e+00	0.0000e+00
2.0877e+01	1.9623e+01	-1.6301e-03	4.8523e-02	1.0000e+00	0.0000e+00
2.1094e+01	1.9623e+01	-4.9989e-03	4.3183e-02	1.0000e+00	0.0000e+00
2.1312e+01	1.9623e+01	-5.4568e-03	2.6834e-02	1.0000e+00	0.0000e+00
2.1529e+01	1.9623e+01	-3.9098e-04	2.5361e-02	1.0000e+00	0.0000e+00
2.1747e+01	1.9623e+01	-1.6933e-02	-3.2022e-02	1.0000e+00	0.0000e+00
2.1964e+01	1.9623e+01	3.1452e-03	-1.1644e-02	1.0000e+00	0.0000e+00
2.2182e+01	1.9623e+01	-1.7463e-02	5.1154e-03	1.0000e+00	0.0000e+00
2.2400e+01	1.9623e+01	1.4298e-02	-2.5683e-03	1.0000e+00	0.0000e+00
2.2617e+01	1.9623e+01	1.2424e-03	6.3950e-02	1.0000e+00	0.0000e+00
2.2835e+01	1.9623e+01	-1.3818e-01	1.1617e-01	1.0000e+00	0.0000e+00
2.3052e+01	1.9623e+01	1.3172e-02	1.1430e-01	1.0000e+00	0.0000e+00
2.3270e+01	1.9623e+01	1.1537e-02	1.2653e-01	1.0000e+00	0.0000e+00
2.3487e+01	1.9623e+01	3.3013e-03	1.4317e-01	1.0000e+00	0.0000e+00
2.3705e+01	1.9623e+01	1.6830e-01	3.8785e-01	1.0000e+00	0.0000e+00
2.3923e+01	1.9623e+01	1.2292e-02	1.1651e-01	1.0000e+00	0.0000e+00
2.4140e+01	1.9623e+01	-3.9934e-02	1.6480e-01	1.0000e+00	0.0000e+00
2.4358e+01	1.9623e+01	2.1953e-02	-1.7802e-01	1.0000e+00	0.0000e+00
2.4575e+01	1.9623e+01	-2.1745e-02	-2.4569e-01	1.0000e+00	0.0000e+00
2.4793e+01	1.9623e+01	-2.1826e-03	-1.7612e-01	1.0000e+00	0.0000e+00
2.5010e+01	1.9623e+01	-1.2805e-01	2.8911e-02	1.0000e+00	0.0000e+00
2.5228e+01	1.9623e+01	-1.2144e-01	-4.3274e-02	1.0000e+00	0.0000e+00
2.5446e+01	1.9623e+01	-1.9064e-01	-3.3432e-02	1.0000e+00	0.0000e+00
2.5663e+01	1.9623e+01	-3.0168e-01	-3.3307e-02	1.0000e+00	0.0000e+00
2.5881e+01	1.9623e+01	-3.2539e-01	-4.0001e-02	1.0000e+00	0.0000e+00
2.6098e+01	1.9623e+01	-3.7571e-01	-3.7271e-02	1.0000e+00	0.0000e+00
2.6316e+01	1.9623e+01	-4.4915e-01	-4.1961e-02	1.0000e+00	0.0000e+00
2.0721e-01	1.9405e+01	1.0866e-01	-5.3756e-02	1.0000e+00	0.0000e+00
4.2478e-01	1.9405e+01	-3.4058e-02	3.7085e-03	1.0000e+00	0.0000e+00
6.4235e-01	1.9405e+01	-2.3277e-02	5.1899e-02	1.0000e+00	0.0000e+00
8.5993e-01	1.9405e+01	1.5771e-02	3.4490e-02	1.0000e+00	0.0000e+00
1.0775e+00	1.9405e+01	2.0973e-02	-9.6423e-03	1.0000e+00	0.0000e+00
1.2951e+00	1.9405e+01	-2.5308e-02	-8.8174e-03	1.0000e+00	0.0000e+00
1.5126e+00	1.9405e+01	7.5028e-03	3.1183e-02	1.0000e+00	0.0000e+00
1.7302e+00	1.9405e+01	-3.9092e-04	2.1270e-02	1.0000e+00	0.0000e+00
1.9478e+00	1.9405e+01	2.2006e-02	1.7918e-02	1.0000e+00	0.0000e+00
2.1654e+00	1.9405e+01	6.7183e-04	2.9847e-02	1.0000e+00	0.0000e+00
2.3829e+00	1.9405e+01	-6.6202e-02	6.6404e-02	1.0000e+00	0.0000e+00
2.6005e+00	1.9405e+01	1.3500e-02	1.8675e-02	1.0000e+00	0.0000e+00
2.8181e+00	1.9405e+01	-2.5526e-03	2.2759e-04	1.0000e+00	0.0000e+00
3.0356e+00	1.9405e+01	-3.5785e-02	1.0792e-03	1.0000e+00	0.0000e+00
3.2532e+00	1.9405e+01	4.3589e-02	4.6619e-02	1.0000e+00	0.0000e+00
3.4708e+00	1.9405e+01	1.5907e-02	1.0670e-01	1.0000e+00	0.0000e+00
3.6884e+00	1.9405e+01	-3.3951e-02	1.1378e-01	1.0000e+00	0.0000e+00
3.9059e+00	1.9405e+01	-6.8340e-03	-6.4272e-03	1.0000e+00	0.0000e+00
4.1235e+00	1.9405e+01	-2.3576e-02	8.1582e-02	1.0000e+00	0.0000e+00
4.3411e+00	1.9405e+01	-1.3027e-02	1.3086e-01	1.0000e+00	0.0000e+00
4.5586e+00	1.9405e+01	3.4148e-03	4.8040e-02	1.0000e+00	0.0000e+00
4.7762e+00	1.9405e+01	-3.7681e-02	1.1044e-01	1.0000e+00	0.0000e+00
4.9938e+00	1.9405e+01	1.4105e-02	3.6370e-02	1.0000e+00	0.0000e+00
5.2114e+00	1.9405e+01	3.3036e-02	-1.5320e-01	1.0000e+00	0.0000e+00
5.4289e+00	1.9405e+01	2.0261e-02	-6.4769e-02	1.0000e+00	0.0000e+00
5.6465e+00	1.9405e+01	-2.4866e-02	3.3715e-02	1.0000e+00	0.0000e+00
5.8641e+00	1.9405e+01	5.8347e-02	4.1291e-02	1.0000e+00	0.0000e+00
6.0816e+00	1.9405e+01	1.8967e-02	3.2362e-02	1.0000e+00	0.0000e+00
6.2992e+00	1.9405e+01	2.5450e-02	3.7155e-02	1.0000e+00	0.0000e+00
6.5168e+00	1.9405e+01	3.2973e-02	3.7032e-02	1.0000e+00	0.0000e+00
6.7344e+00	1.9405e+01	3.9354e-03	5.0481e-02	1.0000e+00	0.0000e+00
6.9519e+00	1.9405e+01	7.2946e-03	4.3462e-02	1.0000e+00	0.0000e+00
7.1695e+00	1.9405e+01	-1.3034e-03	5.7833e-02	1.0000e+00	0.0000e+00
7.3871e+00	1.9405e+01	6.8249e-03	7.8584e-03	1.0000e+00	0.0000e+00
7.6046e+00	1.9405e+01	-3.7035e-02	1.1542e-03	1.0000e+00	0.0000e+00
7.8222e+00	1.9405e+01	-8.1189e-02	-2.0262e-01	1.0000e+00	0.0000e+00
8.0398e+00	1.9405e+01	9.9153e-03	-2.5677e-02	1.0000e+00	0.0000e+00
8.2574e+00	1.9405e+01	-8.7742e-01	-9.9732e-01	1.0000e+00	0.0000e+00
8.4749e+00	1.9405e+01	-5.1890e-02	-8.5351e-03	1.0000e+00	0.0000e+00
8.6925e+00	1.9405e+01	1.6267e-02	3.7072e-03	1.0000e+00	0.0000e+00
8.9101e+00	1.9405e+01	5.7899e-02	5.3377e-03	1.0000e+00	0.0000e+00
9.1276e+00	1.9405e+01	4.3827e-02	-6.2323e-02	1.0000e+00	0.0000e+00
9.3452e+00	1.9405e+01	3.9383e-02	-2.6705e-02	1.0000e+00	0.0000e+00
9.5628e+00	1.9405e+01	-3.7978e-03	-2.0775e-02	1.0000e+00	0.0000e+00
9.7804e+00	1.9405e+01	-7.2663e-03	-8.2617e-02	1.0000e+00	0.0000e+00
9.9979e+00	1.9405e+01	-3.8076e-02	-1.1267e-01	1.0000e+00	0.0000e+00
1.0215e+01	1.9405e+01	4.7641e-02	3.9525e-01	1.0000e+00	0.0000e+00
1.0433e+01	1.9405e+01	-1.7429e-02	2.7188e-02	1.0000e+00	0.0000e+00
1.0651e+01	1.9405e+01	1.9625e-02	1.4223e-02	1.0000e+00	0.0000e+00
1.0868e+01	1.9405e+01	-3.8779e-02	2.7675e-02	1.0000e+00	0.0000e+00
1.1086e+01	1.9405e+01	7.1011e-02	-1.1345e-02	1.0000e+00	0.0000e+00
1.1303e+01	1.9405e+01	-5.0070e-02	-1.2536e-02	1.0000e+00	0.0000e+00
1.1521e+01	1.9405e+01	-1.4790e-02	-7.0306e-02	1.0000e+00	0.0000e+00
1.1738e+01	1.9405e+01	3.4456e-02	-4.9594e-02	1.0000e+00	0.0000e+00
1.1956e+01	1.9405e+01	-4.9999e-02	8.5642e-03	1.0000e+00	0.0000e+00
1.2174e+01	1.9405e+01	2.3797e-02	-6.2383e-04	1.0000e+00	0.0000e+00
1.2391e+01	1.9405e+01	6.7196e-02	2.9732e-02	1.0000e+00	0.0000e+00
1.2609e+01	1.9405e+01	2.5267e-02	9.5005e-03	1.0000e+00	0.0000e+00
1.2826e+01	1.9405e+01	2.5912e-02	-1.2101e-02	1.0000e+00	0.0000e+00
1.3044e+01	1.9405e+01	-4.7556e-02	4.7119e-03	1.0000e+00	0.0000e+00
1.3262e+01	1.9405e+01	-3.1060e-02	2.0471e-02	1.0000e+00	0.0000e+00
1.3479e+01	1.9405e+01	2.5977e-02	1.8148e-02	1.0000e+00	0.0000e+00
1.3697e+01	1.9405e+01	2.3296e-03	3.5570e-03	1.0000e+00	0.0000e+00
1.3914e+01	1.9405e+01	-1.3981e-03	5.6861e-02	1.0000e+00	0.0000e+00
1.4132e+01	1.9405e+01	-2.5165e-03	1.1689e-01	1.0000e+00	0.0000e+00
1.4349e+01	1.9405e+01	-1.0313e+00	3.4345e-02	1.0000e+00	0.0000e+00
1.4567e+01	1.9405e+01	-4.3448e-03	-7.6372e-02	1.0000e+00	0.0000e+00
1.4785e+01	1.9405e+01	2.7093e-02	4.3734e-03	1.0000e+00	0.0000e+00
1.5002e+01	1.9405e+01	-5.2421e-02	-5.2430e-02	1.0000e+00	0.0000e+00
1.5220e+01	1.9405e+01	-3.1243e-02	-1.5335e-01	1.0000e+00	0.0000e+00
1.5437e+01	1.9405e+01	-4.3319e-02	-2.0051e-01	1.0000e+00	0.0000e+00
1.5655e+01	1.9405e+01	-4.2874e-02	-2.5960e-01	1.0000e+00	0.0000e+00
1.5872e+01	1.9405e+01	-6.1871e-02	-4.6947e-01	1.0000e+00	0.0000e+00
1.6090e+01	1.9405e+01	-5.6730e-02	-4.8895e-01	1.0000e+00	0.0000e+00
1.6308e+01	1.9405e+01	-1.0537e-01	-5.0965e-01	1.0000e+00	0.0000e+00
1.6525e+01	1.9405e+01	-1.5951e-01	-5.7197e-01	1.0000e+00	0.0000e+00
1.6743e+01	1.9405e+01	-1.9514e-01	-5.2635e-01	1.0000e+00	0.0000e+00
1.6960e+01	1.9405e+01	-2.9113e-02	-1.7957e-02	1.0000e+00	0.0000e+00
1.7178e+01	1.9405e+01	-4.6320e-01	-4.2022e-01	1.0000e+00	0.0000e+00
1.7395e+01	1.9405e+01	-5.6909e-01	-1.1568e-01	1.0000e+00	0.0000e+00
1.7613e+01	1.9405e+01	-1.1800e-01	-3.8123e-02	1.0000e+00	0.0000e+00
1.7831e+01	1.9405e+01	-1.3955e-01	2.2503e-01	1.0000e+00	0.0000e+00
1.8048e+01	1.9405e+01	-7.7333e-02	1.9518e-02	1.0000e+00	0.0000e+00
1.8266e+01	1.9405e+01	-3.3538e-01	3.6998e-01	1.0000e+00	0.0000e+00
1.8483e+01	1.9405e+01	-3.3975e-02	4.0897e-02	1.0000e+00	0.0000e+00
1.8701e+01	1.9405e+01	-5.8054e-02	3.4856e-02	1.0000e+00	0.0000e+00
1.8918e+01	1.9405e+01	6.1921e-03	4.5976e-02	1.0000e+00	0.0000e+00
1.9136e+01	1.9405e+01	-1.5729e-02	6.2573e-02	1.0000e+00	0.0000e+00
1.9354e+01	1.9405e+01	6.0191e-03	2.0029e-02	1.0000e+00	0.0000e+00
1.9571e+01	1.9405e+01	3.1945e-02	-5.1032e-04	1.0000e+00	0.0000e+00
1.9789e+01	1.9405e+01	7.3327e-03	5.0827e-03	1.0000e+00	0.0000e+00
2.0006e+01	1.9405e+01	1.2214e-03	-3.9742e-03	1.0000e+00	0.0000e+00
2.0224e+01	1.9405e+01	6.9307e-03	-3.3708e-02	1.0000e+00	0.0000e+00
2.0441e+01	1.9405e+01	-6.3669e-03	-4.3511e-02	1.0000e+00	0.0000e+00
2.0659e+01	1.9405e+01	3.3079e-03	-3.1340e-02	1.0000e+00	0.0000e+00
2.0877e+01	1.9405e+01	-1.5789e-03	-2.2166e-02	1.0000e+00	0.0000e+00
2.1094e+01	1.9405e+01	1.4291e-02	4.7171e-02	1.0000e+00	0.0000e+00
2.1312e+01	1.9405e+01	-2.0565e-03	2.0595e-02	1.0000e+00	0.0000e+00
2.1529e+01	1.9405e+01	-2.7624e-03	-3.2056e-02	1.0000e+00	0.0000e+00
2.1747e+01	1.9405e+01	-1.7196e-02	-2.4589e-02	1.0000e+00	0.0000e+00
2.1964e+01	1.9405e+01	-9.2157e-03	-6.1202e-03	1.0000e+00	0.0000e+00
2.2182e+01	1.9405e+01	-3.5816e-03	-1.4244e-03	1.0000e+00	0.0000e+00
2.2400e+01	1.9405e+01	1.8615e-02	8.9259e-03	1.0000e+00	0.0000e+00
2.2617e+01	1.9405e+01	9.2902e-03	4.7033e-02	1.0000e+00	0.0000e+00
2.2835e+01	1.9405e+01	-9.2587e-03	3.8010e-02	1.0000e+00	0.0000e+00
2.3052e+01	1.9405e+01	-2.3125e-03	-1.5065e-02	1.0000e+00	0.0000e+00
2.3270e+01	1.9405e+01	-8.8724e-02	6.5152e-02	1.0000e+00	0.0000e+00
2.3487e+01	1.9405e+01	-9.0869e-03	1.2219e-01	1.0000e+00	0.0000e+00
2.3705e+01	1.9405e+01	-2.0652e-02	1.0700e-01	1.0000e+00	0.0000e+00
2.3923e+01	1.9405e+01	-4.0038e-02	1.3669e-01	1.0000e+00	0.0000e+00
2.4140e+01	1.9405e+01	-1.7207e-01	6.0150e-01	1.0000e+00	0.0000e+00
2.4358e+01	1.9405e+01	3.2665e-02	5.9213e-03	1.0000e+00	0.0000e+00
2.4575e+01	1.9405e+01	1.4589e-02	-7.5670e-03	1.0000e+00	0.0000e+00
2.4793e+01	1.9405e+01	-4.0333e-03	-6.1690e-04	1.0000e+00	0.0000e+00
2.5010e+01	1.9405e+01	-5.8937e-01	-1.0541e-01	1.0000e+00	0.0000e+00
2.5228e+01	1.9405e+01	-9.7349e-02	-3.6933e-02	1.0000e+00	0.0000e+00
2.5446e+01	1.9405e+01	-1.5170e-01	-3.0271e-02	1.0000e+00	0.0000e+00
2.5663e+01	1.9405e+01	-3.6248e-01	-4.3896e-02	1.0000e+00	0.0000e+00
2.5881e+01	1.9405e+01	-3.0229e-01	-1.3139e-02	1.0000e+00	0.0000e+00
2.6098e+01	1.9405e+01	-3.4392e-01	-3.4132e-02	1.0000e+00	0.0000e+00
2.6316e+01	1.9405e+01	-4.1348e-01	-3.7697e-02	1.0000e+00	0.0000e+00
2.0721e-01	1.9188e+01	-3.8720e-03	-4.6008e-03	1.0000e+00	0.0000e+00
4.2478e-01	1.9188e+01	-6.8572e-02	5.8747e-02	1.0000e+00	0.0000e+00
6.4235e-01	1.9188e+01	-6.4122e-03	2.6528e-02	1.0000e+00	0.0000e+00
8.5993e-01	1.9188e+01	7.3571e-02	5.7483e-03	1.0000e+00	0.0000e+00
1.0775e+00	1.9188e+01	1.3879e-02	1.2962e-02	1.0000e+00	0.0000e+00
1.2951e+00	1.9188e+01	-2.5379e-02	2.8293e-02	1.0000e+00	0.0000e+00
1.5126e+00	1.9188e+01	3.5670e-02	2.5563e-02	1.0000e+00	0.0000e+00
1.7302e+00	1.9188e+01	-1.5726e-03	3.1662e-02	1.0000e+00	0.0000e+00
1.9478e+00	1.9188e+01	1.5883e-02	7.9360e-02	1.0000e+00	0.0000e+00
2.1654e+00	1.9188e+01	-4.0212e-02	1.0979e-01	1.0000e+00	0.0000e+00
2.3829e+00	1.9188e+01	1.0080e-02	2.3814e-02	1.0000e+00	0.0000e+00
2.6005e+00	1.9188e+01	-7.6101e-03	-3.6031e-02	1.0000e+00	0.0000e+00
2.8181e+00	1.9188e+01	-4.7521e-02	2.4778e-02	1.0000e+00	0.0000e+00
3.0356e+00	1.9188e+01	-4.0936e-02	8.5285e-02	1.0000e+00	0.0000e+00
3.2532e+00	1.9188e+01	3.1361e-02	8.8649e-02	1.0000e+00	0.0000e+00
3.4708e+00	1.9188e+01	1.6142e-03	-5.0462e-02	1.0000e+00	0.0000e+00
3.6884e+00	1.9188e+01	2.9476e-03	-1.6080e-01	1.0000e+00	0.0000e+00
3.9059e+00	1.9188e+01	-9.6768e-02	-2.0707e-01	1.0000e+00	0.0000e+00
4.1235e+00	1.9188e+01	-1.7016e+00	-1.4218e+00	1.0000e+00	0.0000e+00
4.3411e+00	1.9188e+01	1.5840e-03	-1.7400e-02	1.0000e+00	0.0000e+00
4.5586e+00	1.9188e+01	5.0962e-02	-2.2841e-01	1.0000e+00	0.0000e+00
4.7762e+00	1.9188e+01	-5.5941e-02	-2.3956e-01	1.0000e+00	0.0000e+00
4.9938e+00	1.9188e+01	1.0230e-01	-5.6811e-02	1.0000e+00	0.0000e+00
5.2114e+00	1.9188e+01	2.5130e-02	-2.1543e-02	1.0000e+00	0.0000e+00
5.4289e+00	1.9188e+01	-4.5432e-03	-1.3687e-02	1.0000e+00	0.0000e+00
5.6465e+00	1.9188e+01	-2.7097e-02	-4.4183e-02	1.0000e+00	0.0000e+00
5.8641e+00	1.9188e+01	6.0308e-02	-5.3574e-02	1.0000e+00	0.0000e+00
6.0816e+00	1.9188e+01	-3.9240e-02	-1.0711e-01	1.0000e+00	0.0000e+00
6.2992e+00	1.9188e+01	4.9437e-02	-8.4188e-02	1.0000e+00	0.0000e+00
6.5168e+00	1.9188e+01	3.8105e-02	-2.4666e-02	1.0000e+00	0.0000e+00
6.7344e+00	1.9188e+01	2.6225e-02	-5.1003e-03	1.0000e+00	0.0000e+00
6.9519e+00	1.9188e+01	5.0607e-03	-4.9123e-02	1.0000e+00	0.0000e+00
7.1695e+00	1.9188e+01	-2.6013e-02	-3.7652e-02	1.0000e+00	0.0000e+00
7.3871e+00	1.9188e+01	4.5036e-02	-6.0907e-03	1.0000e+00	0.0000e+00
7.6046e+00	1.9188e+01	5.3075e-03	-1.1555e-02	1.0000e+00	0.0000e+00
7.8222e+00	1.9188e+01	-2.6444e-02	-5.1989e-02	1.0000e+00	0.0000e+00
8.0398e+00	1.9188e+01	3.2689e-02	-9.6480e-02	1.0000e+00	0.0000e+00
8.2574e+00	1.9188e+01	1.9431e-02	-6.9138e-02	1.0000e+00	0.0000e+00
8.4749e+00	1.9188e+01	-3.9654e-02	-5.6477e-02	1.0000e+00	0.0000e+00
8.6925e+00	1.9188e+01	-5.0343e-04	-3.5608e-02	1.0000e+00	0.0000e+00
8.9101e+00	1.9188e+01	-5.8463e-03	-4.0347e-02	1.0000e+00	0.0000e+00
9.1276e+00	1.9188e+01	-5.0826e-03	-1.0248e-01	1.0000e+00	0.0000e+00
9.3452e+00	1.9188e+01	8.8094e-03	-4.2945e-02	1.0000e+00	0.0000e+00
